Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.16.0.5-192.168.50.4-56654-15433-17,172.16.0.5,56654,192.168.50.4,15433,17,2018-11-03 11:01:43.657924,219093,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9530.199504320082,27.38563075954047,43818.6,59980.59611074235,110338.0,1.0,219093.0,43818.6,59980.59611074235,110338.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.38563075954047,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-59261-29228-17,172.16.0.5,59261,192.168.50.4,29228,17,2018-11-03 11:01:43.658601,1192,6,0,2236.0,0.0,386.0,356.0,372.66666666666674,13.662601021279464,0.0,0.0,0.0,0.0,1875838.9261744968,5033.557046979866,238.4,331.8701553318708,689.0,1.0,1192.0,238.4,331.8701553318708,689.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,5033.557046979866,0.0,356.0,386.0,374.5714285714286,13.451854182690989,180.95238095238105,0,0,0,0,0,0,0,0,0.0,437.0,372.66666666666674,0.0,0,0,0,0,0,0,6,2236,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-45387-30183-17,172.16.0.5,45387,192.168.50.4,30183,17,2018-11-03 11:01:43.660396,215288,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9698.636245401509,27.86964438333767,43057.6,58966.78724756843,110142.0,1.0,215288.0,43057.6,58966.78724756843,110142.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.869644383337675,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-45231-22156-17,172.16.0.5,45231,192.168.50.4,22156,17,2018-11-03 11:01:43.660913,214158,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9749.810887288824,28.01669795197938,42831.6,58692.326664564935,110295.0,0.0,214158.0,42831.6,58692.326664564935,110295.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,28.01669795197938,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-45389-29721-17,172.16.0.5,45389,192.168.50.4,29721,17,2018-11-03 11:01:43.663071,212570,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9822.646657571622,28.225996142447197,42514.0,58265.0482064505,110376.0,2.0,212570.0,42514.0,58265.0482064505,110376.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,28.225996142447197,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-45388-21545-17,172.16.0.5,45388,192.168.50.4,21545,17,2018-11-03 11:01:43.663912,213660,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9772.535804549285,28.08199943836001,42732.0,58533.18202951211,109970.0,1.0,213660.0,42732.0,58533.18202951211,109970.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,28.08199943836001,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-56733-21419-17,172.16.0.5,56733,192.168.50.4,21419,17,2018-11-03 11:01:43.664704,2023,6,0,1980.0,0.0,375.0,303.0,330.0,35.08845964131227,0.0,0.0,0.0,0.0,978744.4389520512,2965.8922392486406,404.6,706.6090149439079,1633.0,1.0,2023.0,404.6,706.6090149439079,1633.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,2965.8922392486406,0.0,303.0,375.0,326.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,380.5,330.0,0.0,0,0,0,0,0,0,6,1980,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-45232-22468-17,172.16.0.5,45232,192.168.50.4,22468,17,2018-11-03 11:01:43.665339,212428,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9829.212721486809,28.244864142203475,42485.6,58233.69327373973,109968.0,0.0,212428.0,42485.6,58233.69327373973,109968.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,28.24486414220348,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-59951-11631-17,172.16.0.5,59951,192.168.50.4,11631,17,2018-11-03 11:01:43.665586,218457,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9557.945041816009,27.465359315563244,43691.4,59806.41108861157,109784.0,1.0,218457.0,43691.4,59806.41108861157,109784.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.465359315563244,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-58473-39752-17,172.16.0.5,58473,192.168.50.4,39752,17,2018-11-03 11:01:43.666093,218844,6,0,2204.0,0.0,389.0,330.0,367.33333333333326,29.04249759691247,0.0,0.0,0.0,0.0,10071.100875509495,27.41679004222185,43768.8,59896.21317913178,110681.0,2.0,218844.0,43768.8,59896.21317913178,110681.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.41679004222185,0.0,330.0,389.0,362.0,30.03331483536241,901.9999999999995,0,0,0,0,0,0,0,0,0.0,422.33333333333326,367.33333333333326,0.0,0,0,0,0,0,0,6,2204,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-36753-47880-17,172.16.0.5,36753,192.168.50.4,47880,17,2018-11-03 11:01:43.666145,1453,6,0,1980.0,0.0,375.0,303.0,330.0,35.08845964131227,0.0,0.0,0.0,0.0,1362697.8664831382,4129.387474191328,290.6,582.410765697201,1331.0,1.0,1453.0,290.6,582.410765697201,1331.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,4129.387474191328,0.0,303.0,375.0,326.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,380.5,330.0,0.0,0,0,0,0,0,0,6,1980,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-54677-4939-17,172.16.0.5,54677,192.168.50.4,4939,17,2018-11-03 11:01:43.666841,219949,6,0,2204.0,0.0,389.0,330.0,367.33333333333326,29.04249759691247,0.0,0.0,0.0,0.0,10020.504753374646,27.279051052744045,43989.8,60235.94610114463,110710.0,1.0,219949.0,43989.8,60235.94610114463,110710.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.279051052744045,0.0,330.0,389.0,362.0,30.03331483536241,901.9999999999995,0,0,0,0,0,0,0,0,0.0,422.33333333333326,367.33333333333326,0.0,0,0,0,0,0,0,6,2204,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-45234-5413-17,172.16.0.5,45234,192.168.50.4,5413,17,2018-11-03 11:01:43.668238,218789,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9543.441397876491,27.42368217780601,43757.8,59917.60293269416,109915.0,1.0,218789.0,43757.8,59917.60293269416,109915.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.42368217780601,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-45390-25716-17,172.16.0.5,45390,192.168.50.4,25716,17,2018-11-03 11:01:43.668399,219140,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9528.155517021083,27.3797572328192,43828.0,60015.52014270975,110407.0,1.0,219140.0,43828.0,60015.52014270975,110407.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.3797572328192,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-45391-7580-17,172.16.0.5,45391,192.168.50.4,7580,17,2018-11-03 11:01:43.668468,217519,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9599.161452562765,27.58379727747921,43503.8,59578.48575366783,110288.0,1.0,217519.0,43503.8,59578.48575366783,110288.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.58379727747921,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-59952-4660-17,172.16.0.5,59952,192.168.50.4,4660,17,2018-11-03 11:01:43.668884,217101,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9617.643400997693,27.63690632470601,43420.2,59463.11390853997,110006.0,1.0,217101.0,43420.2,59463.11390853997,110006.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.63690632470601,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-45392-44367-17,172.16.0.5,45392,192.168.50.4,44367,17,2018-11-03 11:01:43.669484,216284,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9653.973479314234,27.741303101477687,43256.8,59252.15608482107,110432.0,1.0,216284.0,43256.8,59252.15608482107,110432.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.74130310147769,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-45393-28709-17,172.16.0.5,45393,192.168.50.4,28709,17,2018-11-03 11:01:43.671344,214483,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9735.03727568152,27.97424504506185,42896.6,58773.99711011665,110180.0,1.0,214483.0,42896.6,58773.99711011665,110180.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.97424504506185,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-49414-29258-17,172.16.0.5,49414,192.168.50.4,29258,17,2018-11-03 11:01:43.672556,219816,6,0,2204.0,0.0,389.0,330.0,367.33333333333326,29.04249759691247,0.0,0.0,0.0,0.0,10026.567674782546,27.29555628343705,43963.2,60199.40931770013,110544.0,1.0,219816.0,43963.2,60199.40931770013,110544.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.29555628343705,0.0,330.0,389.0,362.0,30.03331483536241,901.9999999999995,0,0,0,0,0,0,0,0,0.0,422.33333333333326,367.33333333333326,0.0,0,0,0,0,0,0,6,2204,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-45394-37723-17,172.16.0.5,45394,192.168.50.4,37723,17,2018-11-03 11:01:43.673522,213961,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9758.787816471226,28.042493725492022,42792.2,58642.69941945032,110349.0,1.0,213961.0,42792.2,58642.69941945032,110349.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,28.042493725492022,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-59954-39086-17,172.16.0.5,59954,192.168.50.4,39086,17,2018-11-03 11:01:43.677639,218524,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9555.014552177336,27.45693836832568,43704.8,59823.547455830456,109751.0,1.0,218524.0,43704.8,59823.547455830456,109751.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.45693836832568,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-59955-15535-17,172.16.0.5,59955,192.168.50.4,15535,17,2018-11-03 11:01:43.678111,217260,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9610.604805302402,27.616680475006905,43452.0,59480.517848283744,109661.0,1.0,217260.0,43452.0,59480.517848283744,109661.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.616680475006905,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-55540-13107-17,172.16.0.5,55540,192.168.50.4,13107,17,2018-11-03 11:01:43.679701,215917,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9670.382600721574,27.78845574919993,43183.4,59134.95063243058,110414.0,1.0,215917.0,43183.4,59134.95063243058,110414.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.78845574919993,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
172.16.0.5-192.168.50.4-60866-17110-17,172.16.0.5,60866,192.168.50.4,17110,17,2018-11-03 11:01:43.681501,216860,6,0,2088.0,0.0,393.0,321.0,348.0,35.08845964131227,0.0,0.0,0.0,0.0,9628.331642534356,27.66761966245504,43372.0,59395.68395094041,109763.0,1.0,216860.0,43372.0,59395.68395094041,109763.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-6,0,27.66761966245504,0.0,321.0,393.0,344.1428571428572,33.61759743263722,1130.1428571428569,0,0,0,0,0,0,0,0,0.0,401.5,348.0,0.0,0,0,0,0,0,0,6,2088,0,0,-1,-1,5,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UDP
